L,N,Q,absorption_coefficient,amplitude,beam_pos_x,beam_pos_y,beam_pos_z,bessel_order,epsrel,force_type,fx,fy,fz,medium_refractive_index,phase,radius,reference_function,refractive_index,vacuum_wavelength,vacuum_wavenumber,wavelength,wavenumber
0.05,25,7849000.0,0,1,0,0,0.0075,0,0.1,total,,,1.546090947656803e-13,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.00765625,0,0.1,total,,,1.29666019812121e-13,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.0078125,0,0.1,total,,,7.407816979117472e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.00796875,0,0.1,total,,,3.088321723441993e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.008125,0,0.1,total,,,2.3629169376361257e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.00828125,0,0.1,total,,,4.341850856005127e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.0084375,0,0.1,total,,,6.299456514398177e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.00859375,0,0.1,total,,,6.201506535649904e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.00875,0,0.1,total,,,4.1873110038230576e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.008906250000000001,0,0.1,total,,,1.9609054048823764e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.009062500000000001,0,0.1,total,,,1.0997836352811576e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.009218750000000001,0,0.1,total,,,1.8215459402913188e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.009375000000000001,0,0.1,total,,,3.0380107839033474e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.009531250000000002,0,0.1,total,,,3.475581665410809e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.009687500000000002,0,0.1,total,,,2.733535925894885e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.009843750000000002,0,0.1,total,,,1.472624518536086e-14,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,0.01,0,0.1,total,,,6.927143327157958e-15,1.33,0,2e-05,lip_const_func,1.596,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.01,0,0.1,total,,,3.2856827413955986e-17,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.009843750000000002,0,0.1,total,,,1.6579527922404468e-16,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.009687500000000002,0,0.1,total,,,3.845141075938935e-16,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.009531250000000002,0,0.1,total,,,5.053935458350919e-16,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.009375000000000001,0,0.1,total,,,4.1225125166743064e-16,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.009218750000000001,0,0.1,total,,,1.8302215822834602e-16,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.009062500000000001,0,0.1,total,,,4.61736333020791e-17,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.008906250000000001,0,0.1,total,,,1.9715960747722544e-16,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.00875,0,0.1,total,,,5.94464619537008e-16,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
0.05,25,7849000.0,0,1,0,0,-0.00859375,0,0.1,total,,,9.4376084049639e-16,1.33,0,2e-05,lip_const_func,1.343,1.064e-06,5905000.0,8e-07,7854000.0
